,股票A,股票B,债券A,商品A,ETF-A
2018-05-02,117.9927718200765,118.86558315359758,102.21364194405179,99.32608657715492,108.89688866825604
2018-05-03,116.36442514228452,120.02190999050927,102.57364296001326,98.6151496991485,107.74671904903985
2018-05-04,115.1753603550211,120.06825156533685,103.04478699847238,97.1790150392262,107.29638603191789
2018-05-07,115.59279580329573,121.74358770980085,103.22047652040693,96.09521194239275,107.35296491442101
2018-05-08,115.56003186852331,123.88513147370048,103.80778929862902,97.2969029908279,107.71980281608633
2018-05-09,113.27688803597233,121.43209353731234,103.6263513483837,94.41906021119762,105.86818245500113
2018-05-10,114.15549064851443,121.65512012656654,104.17293936353171,94.17966939876096,106.95896098431767
2018-05-11,112.71080933754993,121.81763871565907,102.80363696307462,96.95662136799608,104.70857622644066
2018-05-14,114.98558503298672,122.54756807574047,101.93951979726592,96.59206845106635,104.04228646583667
2018-05-15,113.71701096410953,123.52679289008033,101.99358453708494,97.71466025100284,102.82864974274983
2018-05-16,114.96272287435441,126.42304922355818,101.2526359169526,100.38964212708001,102.46477184526574
2018-05-17,115.59531117296828,127.4067418321309,100.88044766233921,98.75602893030656,104.11309586373613
2018-05-18,113.90405015942929,126.01480518341954,101.4964487776025,99.2167316516476,103.27251510668303
2018-05-21,113.70501164061231,127.18283077723251,101.69831457814836,95.5666869183469,102.9957664265947
2018-05-22,113.4116897867479,128.4192417523738,101.96121379555055,96.86531473877541,102.6140815227965
2018-05-23,112.60019047584171,128.1868486059234,102.33629118755863,96.57959684166795,102.71539995828473
2018-05-24,111.66560539901012,128.1830012429117,101.88164878531656,94.87351909400235,102.22341387972375
2018-05-25,113.67781711996827,132.13974783233672,102.2592062480183,96.56765306797226,103.2860585504634
2018-05-28,114.70640544153173,134.13045134612872,102.6145550003698,101.11338600036595,103.44726848313618
2018-05-29,112.42043334617351,131.8634820112468,102.89705569508267,102.20746274864076,102.43891774824692
2018-05-30,112.12113305984437,131.63643890560706,102.88377280851935,103.11247209687295,101.21708428625928
2018-05-31,111.61222540987382,129.171505126667,103.703355739262,103.22565993741546,99.12394507195215
2018-06-01,112.9131307780801,131.25306513556194,104.04124544841305,103.74085175765606,99.79646697698452
2018-06-04,113.55064361917282,130.04147188657726,103.98013375398263,103.94942473882189,99.99099102451058
2018-06-05,113.64868819893445,130.87684105178474,104.05934780804427,105.1487989470132,99.65824782645318
2018-06-06,115.0779734559797,131.17079051082436,103.87878403564592,102.33204102021303,101.37937200515492
2018-06-07,112.7627075872746,131.22678783005787,104.0518854955306,105.44093092186762,100.97663717038346
2018-06-08,113.94516869031723,132.19311430485354,103.93906925668146,103.445203470943,102.38845364895433
2018-06-11,116.18770893173733,135.4861821398088,103.9386794659419,106.7849562724651,105.43738104671026
2018-06-12,117.05653807584855,134.20008079638953,103.51841622023971,106.76824928294806,104.06327690849584
2018-06-13,116.44637169781946,134.3454057674799,103.63627766811598,106.84598179671048,102.81678214203231
2018-06-14,116.51555111619459,133.47964712110797,103.12276526581317,107.40459247603371,102.63874288398658
2018-06-15,116.12111844663853,135.0895108454887,102.93064553769484,108.50114981728049,102.8362534387441
2018-06-18,115.9032805471048,132.4235211357702,102.49677004205718,108.52714004501298,101.41480169656293
2018-06-19,111.90532483206206,129.6533877972265,101.75065189367074,106.48780616814553,100.20446782466468
2018-06-20,110.83551807046193,128.18501655885277,100.8153666178631,105.64817930242492,100.66779919174142
2018-06-21,111.44342964452622,127.51795731442328,100.74597510940234,105.40532728228382,100.72677299053139
2018-06-22,114.27284478565811,127.64454446193798,100.16058880650604,106.24601118997884,101.84553754136574
2018-06-25,114.12837744933691,127.92014495667058,99.59944138492268,108.3158467143369,101.72357159070783
2018-06-26,116.69547893234228,132.1558478779161,100.39656763576372,109.13088870421383,104.06431858585326
2018-06-27,118.52266175419628,135.6690596203954,101.41347618034014,110.87257617121264,106.44623727494277
2018-06-28,119.18577412290247,137.810186570996,101.95047514983449,109.34801868993544,108.52218053476423
2018-06-29,117.53326809601559,136.28332368329322,101.4172572563858,113.34884571083714,107.18146325463009
2018-07-02,115.61583436666265,134.04123951476475,100.40165756290693,108.9019433004935,107.32490659759404
2018-07-03,115.69213928485966,134.06720166625246,100.45059489302307,108.81097686135992,107.20902862759402
2018-07-04,115.71937515333823,134.76405119392064,100.85579679212225,110.50052012915404,107.52459404198208
2018-07-05,115.08252325356676,132.91389710709535,100.93370503992327,111.00192375986711,109.37915717738251
2018-07-06,112.14900985683363,129.65062079882696,101.3062693978462,111.6606599306502,106.92345500091733
2018-07-09,113.68517380991246,128.69856525152042,100.74536965627968,114.6361346039999,107.16707564476664
2018-07-10,112.21114415590516,127.27553503485312,101.01359792058923,114.8720857319139,105.31284828786596
2018-07-11,111.47812966212504,126.33819240844917,100.60404856496412,113.94022009795215,104.22528911227162
2018-07-12,112.28857612444467,128.7926365184839,100.28226110795684,112.88073839033888,104.69976236723193
2018-07-13,112.57671190245733,130.78505116333355,100.15387178409945,112.80402436801704,104.28186494295757
2018-07-16,112.81679744175219,133.1628010404122,101.15985366931727,112.31417965097268,105.67885040469089
2018-07-17,111.41937435722883,129.51029097580803,100.76208052402453,113.34598836644108,106.30537314870223
2018-07-18,111.06310095191927,129.65776428282766,100.64932802805674,113.06958503765514,105.72809552992759
2018-07-19,109.98904276935441,127.81779716194328,100.7041590534657,111.16114692017301,105.2192702925921
2018-07-20,108.2373264767619,127.33039895730269,100.17686124853927,112.72512750855182,103.11426581869651
2018-07-23,108.4422740420444,127.42990693378722,100.68595346812997,113.11365801346402,103.60199519484155
2018-07-24,107.13342879959964,125.99611581369645,100.43652127586418,114.25691805940869,103.98786048871831
2018-07-25,108.12291942502503,124.69988062482177,99.85064944335149,113.19418303724387,103.48250396163425
2018-07-26,108.8439507294338,127.39440936919894,99.55728564726982,118.03024357002406,103.96228950154371
2018-07-27,109.06404630061152,129.49996751948012,100.28474940979302,119.01722986000942,104.55454565650338
2018-07-30,109.13214377229288,131.09717576646307,100.38004990995614,122.42913094258097,103.46218555577742
2018-07-31,106.59823489551601,126.87170030759644,100.10798237030932,117.17910684456858,102.39306808093409
2018-08-01,108.6130887940842,125.75685503098764,99.97332391084616,118.38337309564369,104.03087892259333
2018-08-02,109.99548359347904,125.35743322895829,99.5256611878429,119.97176274752981,105.76981362926628
2018-08-03,109.75462667569103,123.38292851599688,99.0852284094074,119.57346217779161,104.71469088750132
2018-08-06,110.72847327897549,125.67134401400497,98.84478278427794,123.43990855371605,105.5455418390691
2018-08-07,110.22522667637524,124.19768303215749,98.41812926314347,125.11067882788115,104.48753912896349
2018-08-08,109.97568604527189,122.7960146354101,99.24937728747518,122.03387957455143,104.22045507618334
2018-08-09,109.32151647386353,122.07977777324284,99.97145028950021,121.10886321706977,104.66303221721323
2018-08-10,108.68413621547997,119.90822047668108,99.97520721503244,119.41556242177442,104.09864339005446
2018-08-13,107.34142001082212,118.08961434231242,100.15421612726007,118.55593949171211,103.3018507523128
2018-08-14,108.13937246528302,119.26751824176762,100.3721643063558,118.70075890647146,102.83325535042427
2018-08-15,108.95642940399202,118.14633228489203,100.0314656849204,119.85836001977171,103.27373269307114
2018-08-16,111.16863324106878,119.95647881514637,99.79295825360407,122.29267485572414,105.04556182860118
2018-08-17,113.81087619894843,119.94275327760897,100.51597355810142,121.5784939377697,107.36568451943833
2018-08-20,112.89151191617847,119.23138024667672,100.7319308249749,116.80626084425587,107.30361884742072
2018-08-21,112.79185545420447,121.56062954805404,100.76778121024871,120.38880319177817,107.84499190171897
2018-08-22,113.49018353841028,123.21997591328852,100.76200616832377,117.67522908360624,107.85304190721621
2018-08-23,113.55202056402223,124.799709018199,100.59144053833026,116.71101763860898,107.81862634509463
2018-08-24,114.41243305770688,122.2309122962209,101.23197687450227,115.84941992836258,108.80985277178871
2018-08-27,114.89790436808391,123.44724708469177,100.3361266440008,117.57878358143184,108.33415925632173
2018-08-28,114.99153380773977,123.41031701658251,100.1636376640454,119.86443775272642,108.82588336297847
2018-08-29,115.59580918117618,120.95091414839683,100.1886996943121,121.7880035322695,107.24682508332694
2018-08-30,116.70532937318998,121.51700102472753,99.30184993341115,122.12724830772407,107.84625985435319
2018-08-31,115.24569942794467,122.4124026662564,99.22052037563566,123.49058978660304,107.38486441538603
2018-09-03,113.17834760685497,119.07453638741478,98.56504878735286,121.05273489796087,105.92043090349419
2018-09-04,110.49347966211995,115.3395608920625,97.84556323232026,117.2562534190931,103.06868542910324
2018-09-05,109.09795711205147,113.29820752914652,97.18551679879964,113.28074076960336,101.81666009886126
2018-09-06,109.72974617122644,111.6850311797778,96.54428586323748,111.35780238011326,101.5330546302065
2018-09-07,109.66500717598315,110.68043074847024,96.6945969245069,110.50319969792106,100.35732494639747
2018-09-10,109.68097524101248,110.00012258285253,96.380128474588,110.38454468186534,99.31287460853686
2018-09-11,109.47999935064936,108.55998009254397,95.3170251130561,112.17093636768732,98.69688488871546
2018-09-12,110.82761638448197,109.09050584452926,95.21444967065106,112.38210344090696,98.43016503155366
2018-09-13,110.87351571789537,108.97150912595008,95.27802982425129,111.20594534433074,98.94001844612767
2018-09-14,108.92523698598613,106.72649694777114,94.73265259182575,110.86022408068712,98.0952694422044
2018-09-17,111.06325519793292,108.38589914116463,94.63670345755652,114.13486733535021,98.29088845338599
2018-09-18,111.03475141202581,111.37552787596208,94.85264063883571,112.54148744980334,100.52563197782601
2018-09-19,111.46171703002568,111.02549803954717,95.08589169061754,114.85511204110514,100.36033585665957
2018-09-20,113.6648911756525,112.9581563423059,94.57352722045654,115.98735331046855,102.41654223048764
2018-09-21,113.39649038770094,114.14279891178569,94.34075723625443,119.91048485343534,102.12738704550365
2018-09-24,113.87406823014248,115.84438969923492,94.09923140816917,119.64401215893923,101.44546219346131
2018-09-25,113.50527629392163,114.11938637512782,93.8569172908744,117.27682501720797,100.80577302477272
2018-09-26,114.19983645981698,113.98004295327821,93.91994467519118,114.39966950194365,100.91759587132596
2018-09-27,113.36881475957405,110.20146755157005,94.5852582921969,113.13502083840588,99.91472108260496
2018-09-28,113.03032810987324,109.02447762880013,94.90529611132172,113.9965152546159,99.98050973981067
2018-10-01,112.58033289661181,113.2542036304627,94.64663492265342,117.66182114128145,101.20063390654262
2018-10-02,111.52306937675831,113.16932968813201,94.55922216323786,115.6422200165614,100.62625724585983
2018-10-03,114.13172594324514,115.25407342441692,94.91783022522094,115.74955397159789,102.90261377480043
2018-10-04,112.20077895081502,113.87420260518357,95.22192587276092,118.22312365400245,101.62193451165527
2018-10-05,113.78935325870229,114.99047009792451,95.34612681735027,116.39339454816735,103.59796891404602
2018-10-08,112.70754973289792,113.47194824565814,95.167372073027,112.85703268431115,103.5970465265928
2018-10-09,113.79567189512389,113.12020891781773,95.39343609640166,111.09332753791685,103.54979144687941
2018-10-10,113.44155872912265,109.74802876534969,94.93185315919649,109.00929520775333,103.99239331441026
2018-10-11,112.42386394180866,109.45135204948895,94.68714671835018,109.51451065844773,103.51748753025912
2018-10-12,112.49850408239368,108.47418533634956,93.57271843225745,109.32983462849049,101.96423579463372
2018-10-15,112.49741989807049,107.92194373821941,93.92160572652195,108.59699607218982,101.32223397481042
2018-10-16,112.26872289573093,107.08365532705217,93.94752607465749,111.21094289656995,100.28197577681
2018-10-17,109.19925659270304,105.24742726743501,93.11618925283915,110.0682300509836,97.96166553676176
2018-10-18,107.87397002397282,102.01475496970261,93.1753968615687,108.09913579716766,96.86175643156515
2018-10-19,107.21258145422632,102.3793562523692,92.24685720239341,105.66754306704279,95.64947450602713
2018-10-22,108.51423484993994,103.1983925539387,92.58670061240348,106.23615001481474,96.34790386589658
2018-10-23,110.1154868843947,103.37084882747934,92.84721741168383,107.47410006649262,96.94022640092552
2018-10-24,107.48185014000642,99.91332790298566,93.06451061445138,110.10929005192418,95.85812968224089
2018-10-25,108.24535186590477,99.88541620537865,93.07627549410199,113.85957398564437,96.55643254955723
2018-10-26,108.07920125783164,100.14012796798966,92.91980898860974,113.41462533347052,97.66263817472002
2018-10-29,108.05546954357632,100.28287826548447,92.20741952534097,116.25067282955848,96.39711665998439
2018-10-30,108.96626745360403,100.89393612197732,91.72863283281346,117.21871770599117,95.47499393286802
2018-10-31,109.24776224421508,100.81258145245037,91.96061297565534,115.15970959361694,95.9977729347334
2018-11-01,109.7509535007096,100.43153577323467,91.74722241696675,115.45687582900477,96.36792328903948
2018-11-02,109.21600668357819,102.03216886703648,91.29618893783241,115.22870901642541,95.50341290120423
2018-11-05,107.53684665888261,97.70317366219109,90.76334386418779,117.76123394245654,93.99717192151662
2018-11-06,108.08192779782063,100.06243078852548,90.10394991405747,118.6686332339161,95.30597924256392
2018-11-07,109.14784333610127,99.92531982153004,90.11451217428629,118.82531365466006,95.68243652086136
2018-11-08,110.37385489247,100.89380718293106,89.87585867168093,114.9287956781186,96.91655161536704
2018-11-09,109.8603691514162,99.65351838712118,89.50183875233158,111.67416288691783,97.81617140324711
2018-11-12,110.78770945993432,101.89172303804006,89.41761701748078,113.13028767327616,98.70574315956652
2018-11-13,111.90283965184071,100.69835064879827,89.65645564974255,112.24846007315259,99.06135072166835
2018-11-14,111.28916003340747,101.00821760349683,89.2350717028643,108.99039901142137,98.53286418157046
2018-11-15,112.49633139723873,102.37280847410601,89.43536208664891,107.73507131751462,99.51252955107395
2018-11-16,111.75387044070928,102.86364166342798,89.32284768755288,108.88759983886445,97.55493654988695
2018-11-19,110.42487131517076,103.32716855524554,88.66247619109055,113.33873246164437,97.62361063513626
2018-11-20,110.73608400945312,100.16080158483243,88.77994737767773,112.82140285404046,96.76016540162135
2018-11-21,113.22819271916838,105.77701247128304,88.83719684868679,113.92562436371986,100.47708724791772
2018-11-22,112.24121683088948,102.94207746596862,88.46963690295343,108.19287594305118,99.5839917291108
2018-11-23,111.74043028562599,102.10214238852302,88.78583295971791,106.68217063958316,99.21706110293208
2018-11-26,110.50811284333575,101.61529794981827,89.23076319552507,109.33921489974175,98.73117268109748
2018-11-27,111.08033455883725,101.57887669564278,90.07668375867347,107.50346420067216,100.43261816564524
2018-11-28,109.70215446848046,100.0450791701225,90.23644089152232,107.2240493831943,98.72498629413701
2018-11-29,108.65167653301211,99.67730732379292,90.66234768103313,108.68856341331026,97.34627329009652
2018-11-30,108.62059222303739,98.75302114362773,90.123698374667,108.09532542285227,97.30195133706243
2018-12-03,108.58139393389008,98.34998869160636,90.01121637530979,108.46103043460467,96.79350808898299
2018-12-04,107.12423207600497,98.28946983599467,89.38208244954448,109.31345136521227,97.03454153584336
2018-12-05,107.96763678403603,100.09287834366516,89.33356271769264,112.15407934843765,96.87707874804849
2018-12-06,106.11543656121545,97.87372139294594,88.49924916892833,111.08242759916432,96.35816773503491
2018-12-07,108.03826775955032,99.23564088571116,88.69964867696092,112.73565696931512,97.43272455846817
2018-12-10,108.53410652862301,99.55691902612477,87.70797235209844,112.86412662617775,97.37013745889624
2018-12-11,109.40025990962117,99.75747114778765,87.59359402447458,115.53032128943363,95.68259162640241
2018-12-12,108.77489968931893,98.9829124513314,86.89446051224793,110.51163146049979,95.31926527262436
2018-12-13,108.30688209147164,99.78518393472686,87.24772185406859,111.41363258233827,95.71403128372657
2018-12-14,109.29879478364757,102.05833347064458,87.84451216258122,113.33468491973757,96.11272478105334
2018-12-17,108.56898085615066,103.51778366505953,87.18429450123406,111.46298502436174,95.75887558793319
2018-12-18,110.79042227392351,105.9040112771633,87.58500846677798,111.39905673123572,98.13252852000225
2018-12-19,110.2008980424732,104.816597658106,87.68747848791251,110.5287955055138,98.4473367569181
2018-12-20,110.72590956574481,107.33901342909098,87.30270341127485,112.97453681861087,99.66575279499686
2018-12-21,109.27770663390328,106.98044606274254,86.76863713349393,110.2954123458064,99.22386586048356
2018-12-24,110.95873768714945,107.99874478522358,87.12087417857079,107.18978575991133,100.60302187244659
2018-12-25,111.62747536536787,107.33942047691892,87.36666562457658,107.23992263115778,100.1364914577741
2018-12-26,111.68259683418944,107.80359798001375,88.34702050297119,111.89943072152928,100.4618935890711
2018-12-27,113.32030708221079,108.89536883615601,88.42229102426172,108.05448560774671,101.38282462328654
2018-12-28,114.01649004038232,109.8882406715187,88.33661531339686,107.04353976944762,101.89741373169437
2018-12-31,114.9393910399815,111.62045954700046,88.35805026065893,106.90968421102562,103.46456771265085
2019-01-01,116.45063641763991,113.06336789361052,88.09631938611378,108.28620139292262,103.7422155179213
2019-01-02,118.17266583744843,112.66328625484148,88.25123916652917,107.46456250818031,104.54313495052259
2019-01-03,118.4350760881661,114.19488280452588,88.37706765029465,110.97312595137656,105.09424450134341
2019-01-04,118.97491424426354,114.59852079658674,88.34077646724606,110.19823312547483,105.18495841475735
2019-01-07,119.83101412408834,117.06425218740972,88.30455756265961,114.80077980320651,106.80940080289731
2019-01-08,119.64619879374585,115.8506164597962,88.05757406848166,110.57758940818054,105.64637353631359
2019-01-09,119.26130657275516,116.23581142314501,87.99414229328106,111.94873745464824,105.67091731746659
2019-01-10,119.96340097989595,115.74639868734464,87.51124432991269,111.7083796930165,105.27514440397965
2019-01-11,119.7779764681078,115.58987065523543,87.7531450400083,117.8801515855096,105.80217751315459
2019-01-14,120.58542408371231,115.87562450452829,87.85648138165364,122.56307893564565,105.32036855677586
2019-01-15,122.62096438620773,119.16214560233706,88.14890538037169,128.3494271132376,107.97227455098538
2019-01-16,122.64697959139748,119.4599200833888,87.89140569374871,127.62371973909956,109.13393937126432
2019-01-17,122.07205394021045,120.52524739306172,88.2314092585159,127.90082097044125,109.06913174004778
2019-01-18,121.8116753817753,123.04215071649367,87.91409348514017,125.6302810855392,110.97641412494951
2019-01-21,121.91869375894495,122.02400396268303,87.3514627464911,127.22748210040061,111.69798348976431
2019-01-22,121.88794595250828,118.88945103546004,87.29090178355172,127.04886318685192,112.07808293401149
2019-01-23,123.52873903119792,118.16004643065283,87.85757658150838,124.82524409863112,113.2520294559354
2019-01-24,123.92462281056764,115.51634323344572,88.11471930410431,125.26991545405708,113.07598804301504
2019-01-25,122.82912298256868,115.2593989732784,87.99641743579869,126.75100278472851,110.94730301434102
2019-01-28,125.53492118373326,116.33820635167203,87.75579123369094,128.088972209326,112.43165054401405
2019-01-29,126.22707245340278,115.4371344954799,87.98371948727919,131.97847228715756,112.82367941570573
2019-01-30,126.58695698544138,113.66005663253749,87.9783238781433,128.55155922008498,111.08479579370778
2019-01-31,126.56368618550601,112.24751786967563,87.56519611855636,126.70515689426401,109.77967544378764
2019-02-01,126.12886804328774,112.48420480962231,88.13649432758577,124.16965960641781,110.28986795354423
2019-02-04,129.1463207056892,117.70339222142742,88.4899808546741,124.70172258337391,113.06329102264121
2019-02-05,129.70155644727265,117.14506023661409,88.79759870393212,123.14270036325283,114.0494543207035
2019-02-06,130.53899223038144,115.36153517272656,88.57929159884796,123.21251711092916,114.13389056943129
2019-02-07,130.09487078453884,114.98518432493528,88.70072240359269,120.47781616537286,115.29511985745715
2019-02-08,131.58240088394834,115.2910455495984,88.591753560807,122.44854353864613,115.07465855262338
2019-02-11,134.12681620771104,115.932569603235,88.1925171542528,119.41914274015681,114.82379018538921
2019-02-12,137.91602890803858,118.94052140570967,87.98323292141714,121.51605365085148,116.45746086645887
2019-02-13,136.57065452343306,118.54487537619922,88.22102307555647,123.57902116537898,116.05785967598865
2019-02-14,136.79056941561396,118.440216688061,88.38215548325473,120.2913538799572,117.69784040048951
2019-02-15,134.82716995708788,116.40583965960528,88.5668393799926,119.0453486949101,116.10198994587584
2019-02-18,133.80288858704256,115.06260170749027,88.87192420294427,118.21324379204077,116.10328582520775
2019-02-19,133.6385368196091,112.46846480615041,88.95245892039678,117.74536664178808,116.18800428103056
